file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC	Scan
mzspec:MSV000080922:Cave_Bacteria_Plate2_BH9_01_19577	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate2_BH9_01_19577:scan:591	1	0.93	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate B/Samples/Cave_Bacteria_Plate2_BH9_01_19577.mzXML	MSV000080922/Cave_Bacteria_Plate2_BH9_01_19577.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000082379:T6SS-Triple_72h_1	-0.0	mzspec:MSV000082379:T6SS-Triple_72h_1:scan:961	1	0.93	8	MSV000082379	NoID	MSV000082379/ccms_peak/raw/T6SS-Triple_72h_1.mzML	MSV000082379/T6SS-Triple_72h_1.mzML	MSV000082379	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000082402:T6SS-Triple_72h_1	-0.0	mzspec:MSV000082402:T6SS-Triple_72h_1:scan:961	1	0.93	8	MSV000082402	NoID	MSV000082402/ccms_peak/raw/T6SS-Triple_72h_1.mzML	MSV000082402/T6SS-Triple_72h_1.mzML	MSV000082402	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000087904:Cl44_14_M9_Lassopeptide_Burkholderia_Butanol	-0.0	mzspec:MSV000087904:Cl44_14_M9_Lassopeptide_Burkholderia_Butanol:scan:1848	1	0.93	8	MSV000087904	NoID	MSV000087904/ccms_peak/RAW/Cl44_14_M9_Lassopeptide_Burkholderia_Butanol.mzML	MSV000087904/Cl44_14_M9_Lassopeptide_Burkholderia_Butanol.mzML	MSV000087904	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000087904:Cl482_6_Lassopeptide_Burkholderia_XAD	-0.0	mzspec:MSV000087904:Cl482_6_Lassopeptide_Burkholderia_XAD:scan:1829	1	0.93	8	MSV000087904	NoID	MSV000087904/ccms_peak/RAW/Cl482_6_Lassopeptide_Burkholderia_XAD.mzML	MSV000087904/Cl482_6_Lassopeptide_Burkholderia_XAD.mzML	MSV000087904	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000085024:SvmP_4-Ext	-0.0	mzspec:MSV000085024:SvmP_4-Ext:scan:1420	1	0.93	8	MSV000085024	NoID	MSV000085024/ccms_peak/raw/SvmP_4-Ext.mzML	MSV000085024/SvmP_4-Ext.mzML	MSV000085024	Pseudomonas chlororaphis		587753	automatic	No	No	No	3870
mzspec:MSV000087904:Cl482_3_Lassopeptide_Burkholderia_XAD	-0.0	mzspec:MSV000087904:Cl482_3_Lassopeptide_Burkholderia_XAD:scan:1823	1	0.93	8	MSV000087904	NoID	MSV000087904/ccms_peak/RAW/Cl482_3_Lassopeptide_Burkholderia_XAD.mzML	MSV000087904/Cl482_3_Lassopeptide_Burkholderia_XAD.mzML	MSV000087904	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000087904:Cl44_6_M9_Lassopeptide_Burkholderia_XAD	-0.0	mzspec:MSV000087904:Cl44_6_M9_Lassopeptide_Burkholderia_XAD:scan:1772	1	0.93	7	MSV000087904	NoID	MSV000087904/ccms_peak/RAW/Cl44_6_M9_Lassopeptide_Burkholderia_XAD.mzML	MSV000087904/Cl44_6_M9_Lassopeptide_Burkholderia_XAD.mzML	MSV000087904	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000085417:TE3724_PDB	-0.0	mzspec:MSV000085417:TE3724_PDB:scan:1311	1	0.93	6	MSV000085417	NoID	MSV000085417/ccms_peak/TE31/TE3724_PDB.mzML	MSV000085417/TE3724_PDB.mzML	MSV000085417	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000085417:TE3755_PDB	-0.0	mzspec:MSV000085417:TE3755_PDB:scan:1297	1	0.93	6	MSV000085417	NoID	MSV000085417/ccms_peak/TE31/TE3755_PDB.mzML	MSV000085417/TE3755_PDB.mzML	MSV000085417	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000081063:X30_1910	0.0	mzspec:MSV000081063:X30_1910:scan:657	1	0.92	10	MSV000081063	NoID	MSV000081063/ccms_peak/XenoPhoto_Screen/X30_1910.mzXML	MSV000081063/X30_1910.mzXML	MSV000081063	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RH1_01_19441	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate1_RH1_01_19441:scan:636	1	0.92	10	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RH1_01_19441.mzXML	MSV000080922/Cave_Bacteria_Plate1_RH1_01_19441.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000089837:Steph_BSH_220616_CSHpos_06_unt_CD	0.0	mzspec:MSV000089837:Steph_BSH_220616_CSHpos_06_unt_CD:scan:1754	1	0.92	10	MSV000089837	NoID	MSV000089837/peak/Pos/Steph_BSH_220616_CSHpos_06_unt_CD.mzML	MSV000089837/Steph_BSH_220616_CSHpos_06_unt_CD.mzML	MSV000089837	Escherichia coli		1005443	automatic	No	No	No	3870
mzspec:MSV000089835:220526_pos_AcylCoA_Short_12_CA_DCA_media	0.0	mzspec:MSV000089835:220526_pos_AcylCoA_Short_12_CA_DCA_media:scan:1906	1	0.92	10	MSV000089835	NoID	MSV000089835/peak/Pos/220526_pos_AcylCoA_Short_12_CA_DCA_media.mzML	MSV000089835/220526_pos_AcylCoA_Short_12_CA_DCA_media.mzML	MSV000089835	Bifidobacterium longum		216816	automatic	No	No	No	3870
mzspec:MSV000084680:BD2_BD2_01_13825	0.0	mzspec:MSV000084680:BD2_BD2_01_13825:scan:944	1	0.92	9	MSV000084680	NoID	MSV000084680/ccms_peak/mzXML/BD2_BD2_01_13825.mzML	MSV000084680/BD2_BD2_01_13825.mzML	MSV000084680	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:Ca_8uL_GB12_01_17109	0.0	mzspec:MSV000084701:Ca_8uL_GB12_01_17109:scan:939	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/Ca_8uL_GB12_01_17109.mzML	MSV000084701/Ca_8uL_GB12_01_17109.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate2_BE3_01_19523	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate2_BE3_01_19523:scan:576	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate B/Samples/Cave_Bacteria_Plate2_BE3_01_19523.mzXML	MSV000080922/Cave_Bacteria_Plate2_BE3_01_19523.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BF11_01_21293	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BF11_01_21293:scan:614	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BF11_01_21293.mzXML	MSV000080922/Cave_Bacteria_Plate3_BF11_01_21293.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RH4_01_19444	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate1_RH4_01_19444:scan:585	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RH4_01_19444.mzXML	MSV000080922/Cave_Bacteria_Plate1_RH4_01_19444.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BG1_01_21298	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BG1_01_21298:scan:605	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BG1_01_21298.mzXML	MSV000080922/Cave_Bacteria_Plate3_BG1_01_21298.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BC7_01_21244	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BC7_01_21244:scan:632	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BC7_01_21244.mzXML	MSV000080922/Cave_Bacteria_Plate3_BC7_01_21244.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:Ca_1uL_BA3_01_16976	0.0	mzspec:MSV000084701:Ca_1uL_BA3_01_16976:scan:933	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/Ca_1uL_BA3_01_16976.mzML	MSV000084701/Ca_1uL_BA3_01_16976.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BC1_01_21238	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BC1_01_21238:scan:606	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BC1_01_21238.mzXML	MSV000080922/Cave_Bacteria_Plate3_BC1_01_21238.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BE12_01_21279	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BE12_01_21279:scan:615	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BE12_01_21279.mzXML	MSV000080922/Cave_Bacteria_Plate3_BE12_01_21279.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate4_RC8_01_21366	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate4_RC8_01_21366:scan:617	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate D/Samples/Cave_Bacteria_Plate4_RC8_01_21366.mzXML	MSV000080922/Cave_Bacteria_Plate4_RC8_01_21366.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BB3_01_21225	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BB3_01_21225:scan:621	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BB3_01_21225.mzXML	MSV000080922/Cave_Bacteria_Plate3_BB3_01_21225.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RA5_01_19331	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate1_RA5_01_19331:scan:572	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RA5_01_19331.mzXML	MSV000080922/Cave_Bacteria_Plate1_RA5_01_19331.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BG6_01_21303	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BG6_01_21303:scan:610	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BG6_01_21303.mzXML	MSV000080922/Cave_Bacteria_Plate3_BG6_01_21303.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RB6_01_19348	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate1_RB6_01_19348:scan:587	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RB6_01_19348.mzXML	MSV000080922/Cave_Bacteria_Plate1_RB6_01_19348.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate2_BB7_01_19479	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate2_BB7_01_19479:scan:571	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate B/Samples/Cave_Bacteria_Plate2_BB7_01_19479.mzXML	MSV000080922/Cave_Bacteria_Plate2_BB7_01_19479.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084680:BH4_BH4_01_13879	0.0	mzspec:MSV000084680:BH4_BH4_01_13879:scan:933	1	0.92	9	MSV000084680	NoID	MSV000084680/ccms_peak/mzXML/BH4_BH4_01_13879.mzML	MSV000084680/BH4_BH4_01_13879.mzML	MSV000084680	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:Sa_10uL_BF2_01_17043	0.0	mzspec:MSV000084701:Sa_10uL_BF2_01_17043:scan:939	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/Sa_10uL_BF2_01_17043.mzML	MSV000084701/Sa_10uL_BF2_01_17043.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:CaSa_2uL_BF9_01_17050	0.0	mzspec:MSV000084701:CaSa_2uL_BF9_01_17050:scan:933	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/CaSa_2uL_BF9_01_17050.mzML	MSV000084701/CaSa_2uL_BF9_01_17050.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:Sa_5uL_GD12_01_17135	0.0	mzspec:MSV000084701:Sa_5uL_GD12_01_17135:scan:911	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/Sa_5uL_GD12_01_17135.mzML	MSV000084701/Sa_5uL_GD12_01_17135.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:Sa_4uL_GD7_01_17130	0.0	mzspec:MSV000084701:Sa_4uL_GD7_01_17130:scan:935	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/Sa_4uL_GD7_01_17130.mzML	MSV000084701/Sa_4uL_GD7_01_17130.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:CaSa_9uL_BH6_01_17073	0.0	mzspec:MSV000084701:CaSa_9uL_BH6_01_17073:scan:939	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/CaSa_9uL_BH6_01_17073.mzML	MSV000084701/CaSa_9uL_BH6_01_17073.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RB4_01_19346	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate1_RB4_01_19346:scan:589	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RB4_01_19346.mzXML	MSV000080922/Cave_Bacteria_Plate1_RB4_01_19346.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate4_RG5_01_21423	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate4_RG5_01_21423:scan:620	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate D/Samples/Cave_Bacteria_Plate4_RG5_01_21423.mzXML	MSV000080922/Cave_Bacteria_Plate4_RG5_01_21423.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:Ca_8uL_GB11_01_17108	0.0	mzspec:MSV000084701:Ca_8uL_GB11_01_17108:scan:940	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/Ca_8uL_GB11_01_17108.mzML	MSV000084701/Ca_8uL_GB11_01_17108.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate4_RG10_01_21428	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate4_RG10_01_21428:scan:626	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate D/Samples/Cave_Bacteria_Plate4_RG10_01_21428.mzXML	MSV000080922/Cave_Bacteria_Plate4_RG10_01_21428.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate4_RG6_01_21424	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate4_RG6_01_21424:scan:608	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate D/Samples/Cave_Bacteria_Plate4_RG6_01_21424.mzXML	MSV000080922/Cave_Bacteria_Plate4_RG6_01_21424.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084673:CaSa_d6_BC3_01_13751	0.0	mzspec:MSV000084673:CaSa_d6_BC3_01_13751:scan:939	1	0.92	9	MSV000084673	NoID	MSV000084673/ccms_peak/mzXML/CaSa_d6_BC3_01_13751.mzML	MSV000084673/CaSa_d6_BC3_01_13751.mzML	MSV000084673	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate2_BG2_01_19554	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate2_BG2_01_19554:scan:592	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate B/Samples/Cave_Bacteria_Plate2_BG2_01_19554.mzXML	MSV000080922/Cave_Bacteria_Plate2_BG2_01_19554.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate4_RG12_01_21430	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate4_RG12_01_21430:scan:608	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate D/Samples/Cave_Bacteria_Plate4_RG12_01_21430.mzXML	MSV000080922/Cave_Bacteria_Plate4_RG12_01_21430.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084680:BE11_BE11_01_13847	0.0	mzspec:MSV000084680:BE11_BE11_01_13847:scan:938	1	0.92	9	MSV000084680	NoID	MSV000084680/ccms_peak/mzXML/BE11_BE11_01_13847.mzML	MSV000084680/BE11_BE11_01_13847.mzML	MSV000084680	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BH3_01_21315	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate3_BH3_01_21315:scan:627	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BH3_01_21315.mzXML	MSV000080922/Cave_Bacteria_Plate3_BH3_01_21315.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate4_RF5_01_21408	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate4_RF5_01_21408:scan:626	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate D/Samples/Cave_Bacteria_Plate4_RF5_01_21408.mzXML	MSV000080922/Cave_Bacteria_Plate4_RF5_01_21408.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:Ca_2uL_BA4_01_16977	0.0	mzspec:MSV000084701:Ca_2uL_BA4_01_16977:scan:935	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/Ca_2uL_BA4_01_16977.mzML	MSV000084701/Ca_2uL_BA4_01_16977.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BE3_01_21270	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BE3_01_21270:scan:617	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BE3_01_21270.mzXML	MSV000080922/Cave_Bacteria_Plate3_BE3_01_21270.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate2_BF3_01_19539	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate2_BF3_01_19539:scan:590	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate B/Samples/Cave_Bacteria_Plate2_BF3_01_19539.mzXML	MSV000080922/Cave_Bacteria_Plate2_BF3_01_19539.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RG2_01_19426	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate1_RG2_01_19426:scan:586	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RG2_01_19426.mzXML	MSV000080922/Cave_Bacteria_Plate1_RG2_01_19426.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate2_BB10_01_19482	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate2_BB10_01_19482:scan:572	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate B/Samples/Cave_Bacteria_Plate2_BB10_01_19482.mzXML	MSV000080922/Cave_Bacteria_Plate2_BB10_01_19482.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RA3_01_19329	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate1_RA3_01_19329:scan:587	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RA3_01_19329.mzXML	MSV000080922/Cave_Bacteria_Plate1_RA3_01_19329.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate2_BC3_01_19491	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate2_BC3_01_19491:scan:582	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate B/Samples/Cave_Bacteria_Plate2_BC3_01_19491.mzXML	MSV000080922/Cave_Bacteria_Plate2_BC3_01_19491.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RC12_01_19370	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate1_RC12_01_19370:scan:584	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RC12_01_19370.mzXML	MSV000080922/Cave_Bacteria_Plate1_RC12_01_19370.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RG6_01_19430	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate1_RG6_01_19430:scan:583	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RG6_01_19430.mzXML	MSV000080922/Cave_Bacteria_Plate1_RG6_01_19430.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BG3_01_21300	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate3_BG3_01_21300:scan:609	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BG3_01_21300.mzXML	MSV000080922/Cave_Bacteria_Plate3_BG3_01_21300.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RE8_01_19400	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate1_RE8_01_19400:scan:593	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RE8_01_19400.mzXML	MSV000080922/Cave_Bacteria_Plate1_RE8_01_19400.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BD2_01_21254	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BD2_01_21254:scan:615	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BD2_01_21254.mzXML	MSV000080922/Cave_Bacteria_Plate3_BD2_01_21254.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BE5_01_21272	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BE5_01_21272:scan:620	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BE5_01_21272.mzXML	MSV000080922/Cave_Bacteria_Plate3_BE5_01_21272.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate2_BD11_01_19515	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate2_BD11_01_19515:scan:592	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate B/Samples/Cave_Bacteria_Plate2_BD11_01_19515.mzXML	MSV000080922/Cave_Bacteria_Plate2_BD11_01_19515.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BH6_01_21318	-0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BH6_01_21318:scan:615	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BH6_01_21318.mzXML	MSV000080922/Cave_Bacteria_Plate3_BH6_01_21318.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RD3_01_19379	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate1_RD3_01_19379:scan:587	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RD3_01_19379.mzXML	MSV000080922/Cave_Bacteria_Plate1_RD3_01_19379.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000084701:BHI_GC9_01_17119	0.0	mzspec:MSV000084701:BHI_GC9_01_17119:scan:939	1	0.92	9	MSV000084701	NoID	MSV000084701/ccms_peak/2018_10_05_CaSa_Post_XAD16_mzXML/BHI_GC9_01_17119.mzML	MSV000084701/BHI_GC9_01_17119.mzML	MSV000084701	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate1_RC4_01_19362	-0.01	mzspec:MSV000080922:Cave_Bacteria_Plate1_RC4_01_19362:scan:609	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate A/Samples/Cave_Bacteria_Plate1_RC4_01_19362.mzXML	MSV000080922/Cave_Bacteria_Plate1_RC4_01_19362.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
mzspec:MSV000080922:Cave_Bacteria_Plate3_BD1_01_21253	0.0	mzspec:MSV000080922:Cave_Bacteria_Plate3_BD1_01_21253:scan:604	1	0.92	9	MSV000080922	NoID	MSV000080922/ccms_peak/mzXML/Plate C/Samples/Cave_Bacteria_Plate3_BD1_01_21253.mzXML	MSV000080922/Cave_Bacteria_Plate3_BD1_01_21253.mzXML	MSV000080922	Bacteria		2	automatic	No	No	No	3870
